,bbox_x1,bbox_y1,bbox_x2,bbox_y2,file_name,gray_scale,label,train/val
4303,87,54,581,391,04304.jpg,False,171,train
4304,23,130,622,441,04305.jpg,False,117,val
4305,1,16,120,94,04306.jpg,False,173,train
4306,6,34,242,124,04307.jpg,False,68,train
4307,91,90,874,495,04308.jpg,False,8,train
4308,16,106,584,379,04309.jpg,False,78,train
4309,29,143,614,423,04310.jpg,False,57,train
4310,27,115,594,391,04311.jpg,False,116,train
4311,3,5,485,210,04312.jpg,False,15,train
4312,27,64,250,177,04313.jpg,False,20,train
4313,13,9,294,181,04314.jpg,False,185,train
4314,6,62,381,277,04315.jpg,False,160,train
4315,74,87,579,262,04316.jpg,False,48,train
4316,53,339,963,744,04317.jpg,False,106,train
4317,21,15,363,255,04318.jpg,False,85,train
4318,15,23,292,163,04319.jpg,False,164,train
4319,109,14,909,715,04320.jpg,False,153,train
4320,98,15,630,294,04321.jpg,False,62,train
4321,35,43,445,314,04322.jpg,False,109,train
4322,10,13,190,91,04323.jpg,False,30,train
4323,24,3,239,179,04324.jpg,False,120,train
4324,26,12,457,272,04325.jpg,False,185,train
4325,108,207,897,596,04326.jpg,False,62,train
4326,59,37,600,369,04327.jpg,False,145,train
4327,2,13,221,112,04328.jpg,False,41,train
4328,127,170,476,337,04329.jpg,False,99,train
4329,72,85,986,646,04330.jpg,False,64,train
4330,14,126,500,296,04331.jpg,False,97,train
4331,64,151,768,405,04332.jpg,False,181,train
4332,71,37,312,134,04333.jpg,False,179,train
4333,137,272,654,773,04334.jpg,False,44,train
4334,47,58,552,412,04335.jpg,False,184,train
4335,61,30,969,767,04336.jpg,False,145,train
4336,24,73,600,338,04337.jpg,False,140,train
4337,33,67,404,283,04338.jpg,False,4,train
4338,69,206,769,511,04339.jpg,False,35,train
4339,6,46,255,156,04340.jpg,False,90,train
4340,48,34,400,243,04341.jpg,False,90,train
4341,15,39,199,124,04342.jpg,False,107,train
4342,143,310,915,656,04343.jpg,False,111,val
4343,58,124,478,290,04344.jpg,False,187,train
4344,172,256,1450,1075,04345.jpg,False,52,train
4345,68,95,974,629,04346.jpg,False,78,val
4346,58,94,467,293,04347.jpg,False,161,train
4347,11,41,615,416,04348.jpg,False,51,train
4348,33,182,617,386,04349.jpg,False,3,val
4349,27,45,628,441,04350.jpg,False,66,train
4350,200,239,1134,695,04351.jpg,False,34,train
4351,179,127,472,333,04352.jpg,False,96,val
4352,61,225,968,520,04353.jpg,False,42,val
4353,53,44,684,444,04354.jpg,False,145,train
4354,135,253,1115,817,04355.jpg,False,192,train
4355,125,134,477,309,04356.jpg,False,51,val
4356,340,11,1687,1062,04357.jpg,False,24,train
4357,37,63,267,215,04358.jpg,False,194,train
4358,66,68,599,306,04359.jpg,False,18,train
4359,9,29,266,154,04360.jpg,False,55,train
4360,19,40,210,150,04361.jpg,False,195,train
4361,108,81,739,388,04362.jpg,False,159,train
4362,38,178,603,371,04363.jpg,False,172,train
4363,160,289,1009,947,04364.jpg,False,182,train
4364,47,18,562,355,04365.jpg,False,143,val
4365,96,69,584,303,04366.jpg,False,48,train
4366,24,268,1022,567,04367.jpg,False,104,train
4367,42,91,636,444,04368.jpg,False,71,train
4368,108,37,682,555,04369.jpg,False,123,train
4369,168,201,782,604,04370.jpg,False,62,train
4370,103,126,561,414,04371.jpg,False,148,train
4371,6,39,257,136,04372.jpg,False,61,train
4372,41,197,695,440,04373.jpg,False,90,train
4373,12,43,639,426,04374.jpg,False,31,val
4374,310,167,602,372,04375.jpg,False,36,train
4375,4,67,259,152,04376.jpg,False,160,train
4376,17,109,626,438,04377.jpg,False,76,train
4377,80,73,706,438,04378.jpg,False,143,val
4378,10,13,234,146,04379.jpg,False,11,val
4379,7,91,463,296,04380.jpg,False,16,train
4380,83,129,367,289,04381.jpg,False,75,train
4381,42,80,727,420,04382.jpg,False,167,train
4382,1,6,500,240,04383.jpg,False,158,val
4383,17,55,285,166,04384.jpg,False,174,train
4384,53,53,569,371,04385.jpg,False,34,train
4385,37,38,540,245,04386.jpg,False,9,val
4386,35,17,607,437,04387.jpg,False,121,val
4387,41,155,619,416,04388.jpg,False,179,train
4388,25,28,377,249,04389.jpg,False,84,train
4389,69,145,855,581,04390.jpg,False,138,train
4390,129,74,797,451,04391.jpg,False,147,train
4391,32,49,363,222,04392.jpg,False,4,train
4392,139,60,745,465,04393.jpg,False,94,val
4393,17,8,611,443,04394.jpg,False,57,train
4394,68,184,719,467,04395.jpg,False,101,train
4395,59,15,753,465,04396.jpg,False,7,train
4396,23,24,307,203,04397.jpg,False,110,val
4397,721,172,3678,1982,04398.jpg,False,175,train
4398,89,83,219,142,04399.jpg,False,38,train
4399,40,104,587,363,04400.jpg,False,128,train
4400,221,136,425,226,04401.jpg,False,45,train
4401,7,88,239,188,04402.jpg,False,99,train
4402,1,58,300,187,04403.jpg,False,159,train
4403,37,42,290,201,04404.jpg,False,145,train
4404,113,69,500,333,04405.jpg,False,76,train
4405,39,231,486,374,04406.jpg,False,150,train
4406,164,265,974,548,04407.jpg,False,56,train
4407,27,135,626,398,04408.jpg,False,74,val
4408,51,97,563,390,04409.jpg,False,78,train
4409,47,13,463,327,04410.jpg,False,29,train
4410,4,70,500,273,04411.jpg,False,159,train
4411,1,22,188,188,04412.jpg,False,157,val
4412,33,121,695,430,04413.jpg,False,131,val
4413,8,48,249,163,04414.jpg,False,64,train
4414,39,51,546,383,04415.jpg,False,153,train
4415,60,67,582,398,04416.jpg,False,187,train
4416,74,13,428,314,04417.jpg,False,177,train
4417,56,38,605,415,04418.jpg,False,160,train
4418,14,59,408,290,04419.jpg,False,116,val
4419,52,105,432,327,04420.jpg,False,89,train
4420,36,1,1005,767,04421.jpg,False,153,train
4421,61,97,967,690,04422.jpg,False,145,train
4422,29,17,1163,715,04423.jpg,False,161,train
4423,247,284,892,538,04424.jpg,False,133,val
4424,26,49,289,186,04425.jpg,False,94,train
4425,48,13,499,345,04426.jpg,False,141,train
4426,268,152,794,362,04427.jpg,False,10,train
4427,2,49,637,405,04428.jpg,False,13,train
4428,108,72,902,412,04429.jpg,False,78,train
4429,19,156,619,327,04430.jpg,False,101,train
4430,37,408,1552,946,04431.jpg,False,86,val
4431,114,134,1230,658,04432.jpg,False,187,train
4432,116,324,733,602,04433.jpg,False,143,val
4433,80,138,611,357,04434.jpg,False,32,train
4434,18,8,620,384,04435.jpg,False,160,train
4435,76,4,828,600,04436.jpg,False,181,train
4436,75,1,603,434,04437.jpg,False,56,train
4437,135,197,627,436,04438.jpg,False,117,train
4438,66,218,959,711,04439.jpg,False,68,train
4439,26,110,621,435,04440.jpg,False,60,train
4440,34,32,872,568,04441.jpg,False,152,train
4441,4,18,293,207,04442.jpg,False,82,val
4442,50,109,947,521,04443.jpg,False,24,train
4443,75,196,951,915,04444.jpg,False,117,train
4444,81,44,449,273,04445.jpg,False,194,train
4445,147,157,741,407,04446.jpg,False,103,train
4446,5,118,551,293,04447.jpg,False,16,train
4447,26,76,205,159,04448.jpg,False,12,train
4448,35,134,781,431,04449.jpg,False,42,train
4449,9,27,275,157,04450.jpg,False,164,train
4450,61,407,905,647,04451.jpg,False,159,train
4451,35,109,601,346,04452.jpg,False,65,train
4452,80,145,443,288,04453.jpg,False,55,val
4453,61,95,571,326,04454.jpg,False,101,train
4454,94,385,1399,1071,04455.jpg,False,166,train
4455,35,123,267,200,04456.jpg,False,14,val
4456,1,74,632,429,04457.jpg,False,168,train
4457,21,94,240,184,04458.jpg,False,47,train
4458,46,28,564,370,04459.jpg,False,175,train
4459,109,78,1172,787,04460.jpg,False,129,val
4460,20,170,598,359,04461.jpg,False,38,train
4461,9,26,617,445,04462.jpg,False,84,train
4462,90,139,524,395,04463.jpg,False,57,train
4463,33,104,725,352,04464.jpg,False,101,train
4464,52,43,534,425,04465.jpg,False,176,train
4465,17,41,235,146,04466.jpg,False,142,train
4466,9,50,316,186,04467.jpg,False,87,val
4467,82,60,445,301,04468.jpg,False,81,train
4468,34,55,233,165,04469.jpg,False,30,val
4469,19,49,283,191,04470.jpg,False,4,train
4470,13,493,1944,1395,04471.jpg,False,126,train
4471,110,159,352,249,04472.jpg,False,30,train
4472,1,97,1015,696,04473.jpg,False,110,train
4473,46,30,354,240,04474.jpg,False,138,train
4474,196,159,739,529,04475.jpg,False,24,val
4475,29,72,221,144,04476.jpg,False,56,train
4476,27,134,479,291,04477.jpg,False,92,train
4477,21,66,251,174,04478.jpg,False,53,train
4478,33,58,242,148,04479.jpg,False,188,val
4479,199,329,1349,829,04480.jpg,False,23,train
4480,33,73,545,377,04481.jpg,False,124,train
4481,22,88,479,312,04482.jpg,False,3,train
4482,136,2,760,379,04483.jpg,False,118,train
4483,35,79,271,185,04484.jpg,False,4,train
4484,21,39,268,156,04485.jpg,False,96,train
4485,60,166,614,425,04486.jpg,False,1,val
4486,20,95,615,450,04487.jpg,False,37,train
4487,29,53,284,194,04488.jpg,False,174,train
4488,26,109,611,384,04489.jpg,False,81,train
4489,20,69,629,402,04490.jpg,False,172,train
4490,81,58,1550,1069,04491.jpg,False,139,val
4491,13,76,488,283,04492.jpg,False,140,train
4492,18,27,332,206,04493.jpg,False,7,val
4493,128,115,506,358,04494.jpg,False,8,train
4494,39,74,233,180,04495.jpg,False,7,val
4495,154,313,949,513,04496.jpg,False,111,train
4496,63,105,396,353,04497.jpg,False,11,train
4497,134,41,553,300,04498.jpg,False,177,val
4498,141,47,500,218,04499.jpg,False,131,train
4499,35,124,211,179,04500.jpg,False,28,train
4500,29,24,467,335,04501.jpg,False,185,train
4501,29,68,494,279,04502.jpg,False,65,train
4502,26,31,381,251,04503.jpg,False,129,train
4503,31,113,411,295,04504.jpg,False,121,val
4504,10,4,348,165,04505.jpg,False,27,val
4505,478,286,1534,979,04506.jpg,False,62,train
4506,2,40,300,151,04507.jpg,False,114,train
4507,187,132,453,346,04508.jpg,False,134,train
4508,105,52,356,210,04509.jpg,False,8,train
4509,107,109,444,255,04510.jpg,False,8,train
4510,107,261,893,610,04511.jpg,False,3,train
4511,23,91,620,373,04512.jpg,False,76,train
4512,21,31,382,228,04513.jpg,False,109,train
4513,65,111,402,396,04514.jpg,False,190,train
4514,6,42,493,296,04515.jpg,False,153,train
4515,257,42,585,223,04516.jpg,False,158,val
4516,4,80,247,156,04517.jpg,False,151,train
4517,42,85,379,291,04518.jpg,False,120,train
4518,42,39,254,143,04519.jpg,False,38,train
4519,78,24,621,265,04520.jpg,False,125,val
4520,217,565,1366,979,04521.jpg,False,111,train
4521,33,81,580,333,04522.jpg,False,96,val
4522,49,45,597,338,04523.jpg,False,103,train
4523,24,64,278,223,04524.jpg,False,141,train
4524,2,5,395,198,04525.jpg,False,81,train
4525,103,74,937,557,04526.jpg,False,190,train
4526,232,295,947,636,04527.jpg,False,36,train
4527,14,27,391,171,04528.jpg,False,97,train
4528,17,66,632,363,04529.jpg,False,164,train
4529,4,23,393,268,04530.jpg,False,138,train
4530,27,103,753,361,04531.jpg,False,42,train
4531,99,176,536,376,04532.jpg,False,141,train
4532,51,377,971,644,04533.jpg,False,11,val
4533,27,73,555,330,04534.jpg,False,194,train
4534,21,46,602,370,04535.jpg,False,134,train
4535,111,77,439,332,04536.jpg,False,116,train
4536,160,203,1363,810,04537.jpg,False,13,val
4537,28,165,1005,551,04538.jpg,False,193,train
4538,18,118,325,221,04539.jpg,False,71,train
4539,307,278,1279,892,04540.jpg,False,143,train
4540,182,124,477,325,04541.jpg,False,95,train
4541,10,48,483,295,04542.jpg,False,170,val
4542,456,363,1433,905,04543.jpg,False,95,train
4543,18,18,328,190,04544.jpg,False,0,train
4544,95,98,1132,589,04545.jpg,False,101,train
4545,369,251,945,529,04546.jpg,False,191,train
4546,28,67,240,233,04547.jpg,False,29,train
4547,68,66,264,174,04548.jpg,False,26,val
4548,37,143,559,309,04549.jpg,False,16,train
4549,15,85,289,190,04550.jpg,False,50,val
4550,27,19,727,298,04551.jpg,False,27,train
4551,57,114,432,291,04552.jpg,False,9,train
4552,40,226,768,490,04553.jpg,False,47,train
4553,61,158,535,350,04554.jpg,False,154,train
4554,50,74,606,360,04555.jpg,False,186,val
4555,25,48,252,178,04556.jpg,False,47,train
4556,23,50,583,381,04557.jpg,False,141,val
4557,39,130,661,454,04558.jpg,False,118,val
4558,235,36,678,298,04559.jpg,False,118,val
4559,33,65,453,303,04560.jpg,False,58,train
4560,9,64,295,165,04561.jpg,False,128,train
4561,5,10,497,335,04562.jpg,False,179,val
4562,47,62,390,249,04563.jpg,False,124,train
4563,47,38,355,227,04564.jpg,False,117,train
4564,17,167,781,430,04565.jpg,False,65,train
4565,5,54,248,166,04566.jpg,False,53,val
4566,14,27,590,208,04567.jpg,False,17,train
4567,1,7,300,170,04568.jpg,False,176,train
4568,189,216,488,374,04569.jpg,False,176,val
4569,200,150,901,515,04570.jpg,False,166,train
4570,28,71,411,278,04571.jpg,False,116,val
4571,3,122,550,333,04572.jpg,False,81,val
4572,24,85,341,252,04573.jpg,False,185,val
4573,32,117,356,231,04574.jpg,False,121,train
4574,7,227,545,409,04575.jpg,False,104,train
4575,4,38,191,133,04576.jpg,False,38,train
4576,33,141,606,333,04577.jpg,True,178,train
4577,21,18,492,316,04578.jpg,False,0,train
4578,31,43,274,184,04579.jpg,False,126,train
4579,21,34,482,285,04580.jpg,False,23,train
4580,298,331,1411,883,04581.jpg,False,19,train
4581,400,125,760,422,04582.jpg,False,182,val
4582,6,117,606,406,04583.jpg,False,184,train
4583,49,59,581,364,04584.jpg,False,30,train
4584,55,355,1333,1135,04585.jpg,False,112,train
4585,19,74,490,341,04586.jpg,False,114,train
4586,537,329,1214,955,04587.jpg,False,182,train
4587,15,9,468,408,04588.jpg,False,2,train
4588,21,101,618,386,04589.jpg,False,60,train
4589,83,67,181,114,04590.jpg,False,61,train
4590,57,44,446,323,04591.jpg,False,66,train
4591,148,65,884,530,04592.jpg,False,92,train
4592,128,139,503,300,04593.jpg,False,136,train
4593,87,99,603,381,04594.jpg,False,33,train
4594,33,8,210,100,04595.jpg,False,13,val
4595,70,96,418,316,04596.jpg,False,65,train
4596,22,177,960,618,04597.jpg,False,105,train
4597,46,79,523,338,04598.jpg,False,89,val
4598,57,108,441,244,04599.jpg,False,129,train
4599,17,47,241,158,04600.jpg,False,189,train
4600,96,68,733,497,04601.jpg,False,20,train
4601,20,141,635,401,04602.jpg,False,80,train
4602,103,69,535,441,04603.jpg,False,165,train
4603,32,74,617,407,04604.jpg,False,129,train
4604,24,117,618,366,04605.jpg,False,128,train
4605,162,216,871,556,04606.jpg,False,65,train
4606,29,66,463,307,04607.jpg,False,105,val
4607,4,60,519,283,04608.jpg,False,6,train
4608,117,134,789,538,04609.jpg,False,160,train
4609,15,43,271,198,04610.jpg,False,69,train
4610,595,348,1554,659,04611.jpg,False,10,val
4611,49,36,227,130,04612.jpg,False,104,train
4612,76,153,477,362,04613.jpg,False,41,train
4613,15,84,457,271,04614.jpg,False,194,train
4614,345,152,634,400,04615.jpg,False,93,train
4615,45,247,864,642,04616.jpg,False,91,train
4616,163,135,1378,880,04617.jpg,False,111,train
4617,4,42,416,345,04618.jpg,False,113,train
4618,9,40,255,163,04619.jpg,False,50,train
4619,30,183,503,383,04620.jpg,False,80,train
4620,93,239,907,661,04621.jpg,False,137,train
4621,22,74,477,275,04622.jpg,False,73,train
4622,75,57,378,178,04623.jpg,False,155,train
4623,23,20,275,185,04624.jpg,False,70,train
4624,7,28,249,180,04625.jpg,False,69,train
4625,4,49,628,329,04626.jpg,False,66,val
4626,73,146,566,344,04627.jpg,False,151,train
4627,263,278,939,561,04628.jpg,False,172,train
4628,17,148,692,376,04629.jpg,False,65,train
4629,86,178,462,315,04630.jpg,False,33,val
4630,68,138,591,469,04631.jpg,False,6,train
4631,10,30,367,191,04632.jpg,False,180,train
4632,7,17,277,166,04633.jpg,False,135,train
4633,25,55,291,187,04634.jpg,False,102,train
4634,66,106,429,292,04635.jpg,False,177,train
4635,28,66,279,208,04636.jpg,False,161,train
4636,18,69,582,392,04637.jpg,False,183,train
4637,16,241,997,589,04638.jpg,False,74,train
4638,24,90,246,188,04639.jpg,False,16,train
4639,11,27,250,164,04640.jpg,False,189,val
4640,11,55,495,364,04641.jpg,False,185,train
4641,41,35,606,269,04642.jpg,False,49,train
4642,14,26,467,351,04643.jpg,False,80,train
4643,46,107,580,374,04644.jpg,False,26,train
4644,167,113,548,378,04645.jpg,False,167,val
4645,105,125,1135,688,04646.jpg,False,149,train
4646,329,72,823,341,04647.jpg,False,118,train
4647,31,164,608,373,04648.jpg,False,113,train
4648,119,114,533,407,04649.jpg,False,171,train
4649,11,59,253,138,04650.jpg,False,21,train
4650,26,118,1009,541,04651.jpg,False,4,train
4651,48,135,543,383,04652.jpg,False,10,val
4652,13,8,255,169,04653.jpg,False,64,train
4653,236,36,1680,1078,04654.jpg,False,146,train
4654,9,11,824,489,04655.jpg,False,183,train
4655,4,23,280,220,04656.jpg,False,145,val
4656,28,21,286,178,04657.jpg,False,64,train
4657,173,80,1129,772,04658.jpg,False,46,train
4658,134,102,488,255,04659.jpg,False,168,val
4659,243,197,889,654,04660.jpg,False,163,train
4660,72,303,846,636,04661.jpg,False,190,val
4661,12,65,468,278,04662.jpg,False,127,train
4662,105,447,1309,1019,04663.jpg,False,169,train
4663,5,30,314,212,04664.jpg,False,99,train
4664,135,86,463,300,04665.jpg,False,175,train
4665,10,37,284,157,04666.jpg,False,117,train
4666,3,9,91,59,04667.jpg,False,122,val
4667,6,25,257,175,04668.jpg,False,52,train
4668,61,98,458,376,04669.jpg,False,0,train
4669,39,72,701,461,04670.jpg,False,107,train
4670,241,244,1408,928,04671.jpg,False,13,train
4671,39,229,744,715,04672.jpg,False,147,val
4672,25,120,623,367,04673.jpg,False,24,train
4673,40,52,539,343,04674.jpg,False,156,train
4674,35,47,464,228,04675.jpg,False,162,train
4675,26,66,559,286,04676.jpg,False,21,train
4676,84,184,1279,875,04677.jpg,False,106,train
4677,29,107,800,525,04678.jpg,False,69,train
4678,41,104,455,264,04679.jpg,False,48,val
4679,21,41,238,135,04680.jpg,False,142,train
4680,121,194,570,475,04681.jpg,False,47,train
4681,14,108,629,386,04682.jpg,False,137,train
4682,154,71,831,587,04683.jpg,False,139,val
4683,289,325,925,711,04684.jpg,False,130,train
4684,41,32,220,159,04685.jpg,False,71,train
4685,10,137,306,289,04686.jpg,False,151,val
4686,18,145,540,296,04687.jpg,False,102,val
4687,150,55,488,367,04688.jpg,False,75,val
4688,278,284,917,539,04689.jpg,False,20,val
4689,50,66,426,272,04690.jpg,False,40,train
4690,38,201,761,452,04691.jpg,False,5,train
4691,4,1,223,120,04692.jpg,False,108,train
4692,1,143,636,343,04693.jpg,False,35,train
4693,30,43,978,754,04694.jpg,False,158,train
4694,29,94,456,261,04695.jpg,False,80,train
4695,101,146,565,395,04696.jpg,False,19,train
4696,51,119,734,568,04697.jpg,False,104,val
4697,122,110,533,381,04698.jpg,False,176,train
4698,74,119,458,360,04699.jpg,False,112,val
4699,19,89,730,444,04700.jpg,False,93,train
4700,5,113,568,381,04701.jpg,False,97,val
4701,13,29,285,188,04702.jpg,False,18,train
4702,30,78,576,353,04703.jpg,False,53,val
4703,100,302,1473,967,04704.jpg,False,170,train
4704,16,136,492,360,04705.jpg,False,119,train
4705,144,76,831,663,04706.jpg,False,29,train
4706,14,7,478,272,04707.jpg,False,67,train
4707,63,175,290,315,04708.jpg,False,103,train
4708,43,98,373,241,04709.jpg,False,134,train
4709,25,156,610,363,04710.jpg,False,167,train
4710,45,114,557,373,04711.jpg,False,74,train
4711,175,148,488,345,04712.jpg,False,179,train
4712,24,114,618,366,04713.jpg,False,64,train
4713,13,123,594,354,04714.jpg,False,36,train
4714,25,18,476,234,04715.jpg,False,125,train
4715,116,196,376,307,04716.jpg,False,123,train
4716,24,122,447,268,04717.jpg,False,127,train
4717,44,35,404,223,04718.jpg,False,72,train
4718,66,48,609,438,04719.jpg,False,31,train
4719,21,7,519,278,04720.jpg,False,125,train
4720,24,45,207,142,04721.jpg,False,73,train
4721,17,99,630,427,04722.jpg,False,114,train
4722,105,58,720,331,04723.jpg,False,62,val
4723,27,65,567,361,04724.jpg,False,8,train
4724,208,203,794,499,04725.jpg,False,8,train
4725,158,233,873,529,04726.jpg,False,186,train
4726,14,121,999,610,04727.jpg,False,34,train
4727,17,45,244,147,04728.jpg,False,87,train
4728,27,63,305,220,04729.jpg,False,37,val
4729,20,6,633,451,04730.jpg,False,168,train
4730,92,123,921,619,04731.jpg,False,119,train
4731,23,116,623,392,04732.jpg,False,125,train
4732,1,66,584,322,04733.jpg,False,19,train
4733,21,18,635,386,04734.jpg,False,168,train
4734,114,59,507,333,04735.jpg,False,153,train
4735,12,106,778,467,04736.jpg,False,31,train
4736,87,78,503,337,04737.jpg,False,31,train
4737,111,87,1509,967,04738.jpg,False,62,train
4738,36,91,181,172,04739.jpg,False,150,train
4739,48,49,597,403,04740.jpg,False,130,train
4740,72,88,378,250,04741.jpg,False,45,train
4741,17,32,578,300,04742.jpg,False,34,train
4742,26,21,287,159,04743.jpg,False,103,train
4743,2,1,280,96,04744.jpg,False,17,train
4744,3,31,283,145,04745.jpg,False,156,train
4745,48,103,2497,1572,04746.jpg,False,39,val
4746,378,125,973,689,04747.jpg,False,38,val
4747,38,58,404,293,04748.jpg,False,124,train
4748,44,47,590,407,04749.jpg,False,119,val
4749,17,54,212,157,04750.jpg,False,8,train
4750,144,214,636,522,04751.jpg,False,143,val
4751,97,134,602,396,04752.jpg,False,99,train
4752,53,103,483,379,04753.jpg,False,13,train
4753,303,145,797,478,04754.jpg,False,191,train
4754,46,48,277,177,04755.jpg,False,164,train
4755,30,84,246,156,04756.jpg,False,127,train
4756,54,83,736,436,04757.jpg,False,51,train
4757,62,260,974,587,04758.jpg,False,16,train
4758,47,39,371,270,04759.jpg,False,116,train
4759,18,199,1581,1090,04760.jpg,False,33,train
4760,52,44,509,358,04761.jpg,False,58,train
4761,58,254,1582,991,04762.jpg,False,181,train
4762,5,145,996,594,04763.jpg,False,146,train
4763,23,38,263,145,04764.jpg,False,128,val
4764,66,222,513,339,04765.jpg,False,151,val
4765,249,154,981,569,04766.jpg,False,166,val
4766,18,62,352,254,04767.jpg,False,47,train
4767,32,105,988,658,04768.jpg,False,62,train
4768,6,87,210,164,04769.jpg,False,29,val
4769,70,57,526,384,04770.jpg,False,99,val
4770,14,31,270,166,04771.jpg,False,40,val
4771,7,17,249,187,04772.jpg,False,75,train
4772,47,185,999,696,04773.jpg,False,166,train
4773,18,31,620,387,04774.jpg,False,53,train
4774,67,168,685,499,04775.jpg,False,172,train
4775,367,418,1030,669,04776.jpg,False,95,train
4776,90,194,1512,914,04777.jpg,False,33,train
4777,20,72,769,515,04778.jpg,False,30,train
4778,50,44,230,156,04779.jpg,False,38,train
4779,77,49,508,305,04780.jpg,False,191,train
4780,71,186,1206,781,04781.jpg,False,156,train
4781,50,83,394,268,04782.jpg,False,37,train
4782,176,298,718,498,04783.jpg,False,40,train
4783,7,8,375,234,04784.jpg,False,94,val
4784,47,97,612,377,04785.jpg,False,113,train
4785,17,48,859,396,04786.jpg,False,78,train
4786,210,188,1428,732,04787.jpg,False,174,train
4787,55,84,976,679,04788.jpg,False,131,train
4788,46,35,593,352,04789.jpg,False,102,train
4789,126,97,882,704,04790.jpg,False,118,train
4790,9,196,1008,504,04791.jpg,False,152,train
4791,41,51,215,152,04792.jpg,False,30,val
4792,5,82,550,442,04793.jpg,False,84,train
4793,63,26,436,296,04794.jpg,False,46,val
4794,32,41,239,153,04795.jpg,False,161,val
4795,40,14,856,486,04796.jpg,False,106,train
4796,4,13,189,132,04797.jpg,False,79,train
4797,7,18,192,127,04798.jpg,False,114,val
4798,13,41,300,174,04799.jpg,False,68,val
4799,38,52,483,222,04800.jpg,False,123,train
4800,67,364,1549,1063,04801.jpg,False,188,train
4801,22,25,407,339,04802.jpg,False,19,train
4802,52,88,373,248,04803.jpg,False,32,train
4803,87,132,672,363,04804.jpg,False,109,train
4804,34,19,772,488,04805.jpg,False,149,val
4805,228,316,1913,1230,04806.jpg,False,28,train
4806,17,69,682,436,04807.jpg,False,139,train
4807,106,59,337,284,04808.jpg,False,158,train
4808,107,172,789,579,04809.jpg,False,182,train
4809,94,190,1597,991,04810.jpg,False,28,val
4810,626,176,1465,618,04811.jpg,False,172,train
4811,16,59,466,241,04812.jpg,False,43,train
4812,70,85,1186,791,04813.jpg,False,143,train
4813,60,411,1495,992,04814.jpg,False,35,train
4814,31,81,608,391,04815.jpg,False,133,train
4815,79,84,528,327,04816.jpg,False,2,train
4816,71,116,561,423,04817.jpg,False,49,train
4817,19,141,586,371,04818.jpg,False,11,train
4818,26,116,485,308,04819.jpg,False,21,val
4819,39,123,439,291,04820.jpg,False,137,train
4820,7,62,418,214,04821.jpg,False,61,train
4821,64,24,274,150,04822.jpg,False,24,train
4822,4,37,256,185,04823.jpg,False,155,train
4823,137,417,1822,1130,04824.jpg,False,161,train
4824,102,211,786,485,04825.jpg,False,6,val
4825,18,79,480,304,04826.jpg,False,152,train
4826,7,4,277,180,04827.jpg,False,0,train
4827,15,43,287,170,04828.jpg,False,109,train
4828,68,125,572,363,04829.jpg,False,110,train
4829,61,167,589,464,04830.jpg,False,39,train
4830,18,84,254,175,04831.jpg,False,83,train
4831,32,34,248,213,04832.jpg,False,27,val
4832,36,103,544,310,04833.jpg,False,5,train
4833,1,39,252,172,04834.jpg,False,155,train
4834,9,31,636,443,04835.jpg,False,94,train
4835,32,62,272,189,04836.jpg,False,161,train
4836,40,73,1561,964,04837.jpg,False,90,train
4837,20,40,166,99,04838.jpg,False,106,train
4838,172,358,1109,834,04839.jpg,False,14,train
4839,1066,1244,4030,2247,04840.jpg,False,33,train
4840,86,162,472,393,04841.jpg,False,23,train
4841,18,17,256,194,04842.jpg,False,115,train
4842,47,69,603,453,04843.jpg,False,128,train
4843,35,147,596,372,04844.jpg,False,102,train
4844,5,60,285,155,04845.jpg,False,69,train
4845,28,68,442,287,04846.jpg,False,154,train
4846,54,189,1474,921,04847.jpg,False,84,train
4847,17,104,353,201,04848.jpg,True,15,train
4848,13,48,442,257,04849.jpg,False,176,train
4849,26,107,635,391,04850.jpg,False,132,train
4850,65,67,581,410,04851.jpg,False,134,val
4851,49,152,943,621,04852.jpg,False,177,train
4852,113,89,953,1469,04853.jpg,False,169,train
4853,7,134,590,322,04854.jpg,False,101,train
4854,34,57,350,226,04855.jpg,False,138,val
4855,244,199,625,406,04856.jpg,False,141,train
4856,43,152,568,360,04857.jpg,False,10,val
4857,120,227,555,413,04858.jpg,False,76,train
4858,8,33,251,164,04859.jpg,False,173,val
4859,56,229,742,463,04860.jpg,False,181,train
4860,53,62,997,642,04861.jpg,False,181,train
4861,6,44,377,246,04862.jpg,False,123,train
4862,26,80,625,449,04863.jpg,False,113,val
4863,92,134,564,399,04864.jpg,False,105,train
4864,76,262,944,661,04865.jpg,False,27,train
4865,151,148,769,445,04866.jpg,False,158,val
4866,51,56,278,159,04867.jpg,False,156,train
4867,4,49,426,297,04868.jpg,False,160,val
4868,85,98,569,309,04869.jpg,False,167,val
4869,36,15,477,305,04870.jpg,False,46,train
4870,42,45,449,321,04871.jpg,False,179,train
4871,102,63,423,319,04872.jpg,False,98,train
4872,120,286,1073,790,04873.jpg,False,165,train
4873,9,1,152,103,04874.jpg,False,0,train
4874,29,65,249,155,04875.jpg,False,56,train
4875,21,30,468,320,04876.jpg,False,195,train
4876,39,135,588,393,04877.jpg,False,133,val
4877,51,99,1160,754,04878.jpg,False,95,train
4878,451,231,2545,1775,04879.jpg,False,66,train
4879,63,122,844,410,04880.jpg,False,186,train
4880,27,77,460,275,04881.jpg,False,117,train
